Study area,Region,Area,Point transect,Distance,Observer,MAS,HAS
Kana,Apr-94,0,12,48,TJS,173,3
Kana,Apr-94,0,12,28,TJS,173,3
Kana,Apr-94,0,12,32,TJS,173,3
Kana,Apr-94,0,13,40,TJS,307,5
Kana,Apr-94,0,13,70,TJS,307,5
Kana,Apr-94,0,13,12,TJS,307,5
Kana,Apr-94,0,13,60,TJS,307,5
Kana,Apr-94,0,13,36,TJS,307,5
Kana,Apr-94,0,13,42,TJS,307,5
Kana,Apr-94,0,14,45,TJS,299,5
Kana,Apr-94,0,14,33,TJS,299,5
Kana,Apr-94,0,14,32,TJS,299,5
Kana,Apr-94,0,14,25,TJS,299,5
Kana,Apr-94,0,14,60,TJS,299,5
Kana,Apr-94,0,15,28,TJS,287,5
Kana,Apr-94,0,15,19,TJS,287,5
Kana,Apr-94,0,15,32,TJS,287,5
Kana,Apr-94,0,15,45,TJS,287,5
Kana,Apr-94,0,15,50,TJS,287,5
Kana,Apr-94,0,15,70,TJS,287,5
Kana,Apr-94,0,16,45,TJS,277,5
Kana,Apr-94,0,16,12,TJS,277,5
Kana,Apr-94,0,16,32,TJS,277,5
Kana,Apr-94,0,16,25,TJS,277,5
Kana,Apr-94,0,17,46,TJS,267,4
Kana,Apr-94,0,17,50,TJS,267,4
Kana,Apr-94,0,17,19,TJS,267,4
Kana,Apr-94,0,17,36,TJS,267,4
Kana,Apr-94,0,17,12,TJS,267,4
Kana,Apr-94,0,17,35,TJS,267,4
Kana,Apr-94,0,18,35,TJS,252,4
Kana,Apr-94,0,18,45,TJS,252,4
Kana,Apr-94,0,18,19,TJS,252,4
Kana,Apr-94,0,18,65,TJS,252,4
Kana,Apr-94,0,18,20,TJS,252,4
Kana,Apr-94,0,18,35,TJS,252,4
Kana,Apr-94,0,19,42,TJS,242,4
Kana,Apr-94,0,19,27,TJS,242,4
Kana,Apr-94,0,19,19,TJS,242,4
Kana,Apr-94,0,19,44,TJS,242,4
Kana,Apr-94,0,19,35,TJS,242,4
Kana,Apr-94,0,19,26,TJS,242,4
Kana,Apr-94,0,20,3,TJS,232,4
Kana,Apr-94,0,20,12,TJS,232,4
Kana,Apr-94,0,20,42,TJS,232,4
Kana,Apr-94,0,20,60,TJS,232,4
Kana,Apr-94,0,20,45,TJS,232,4
Kana,Apr-94,0,20,19,TJS,232,4
Kana,Apr-94,0,21,20,TJS,222,4
Kana,Apr-94,0,21,26,TJS,222,4
Kana,Apr-94,0,21,42,TJS,222,4
Kana,Apr-94,0,21,40,TJS,222,4
Kana,Apr-94,0,21,32,TJS,222,4
Kana,Apr-94,0,21,12,TJS,222,4
Kana,Apr-94,0,21,28,TJS,222,4
Kana,Apr-94,0,21,9,TJS,222,4
Kana,Apr-94,0,22,55,TJS,212,4
Kana,Apr-94,0,22,50,TJS,212,4
Kana,Apr-94,0,22,36,TJS,212,4
Kana,Apr-94,0,22,52,TJS,212,4
Kana,Apr-94,0,22,16,TJS,212,4
Kana,Apr-94,0,22,17,TJS,212,4
Kana,Apr-94,0,23,65,TJS,202,3
Kana,Apr-94,0,23,35,TJS,202,3
Kana,Apr-94,0,23,45,TJS,202,3
Kana,Apr-94,0,23,26,TJS,202,3
Kana,Apr-94,0,23,34,TJS,202,3
Kana,Apr-94,0,23,60,TJS,202,3
Kana,Apr-94,0,23,28,TJS,202,3
Kana,Apr-94,0,24,25,TJS,193,3
Kana,Apr-94,0,24,19,TJS,193,3
Kana,Apr-94,0,24,8,TJS,193,3
Kana,Apr-94,0,24,42,TJS,193,3
Kana,Apr-94,0,24,45,TJS,193,3
Kana,Apr-94,0,24,55,TJS,193,3
Kana,Apr-94,0,24,38,TJS,193,3
Kana,Apr-95,0,1,72,TJS,19,0
Kana,Apr-95,0,1,89,TJS,19,0
Kana,Apr-95,0,1,16,TJS,19,0
Kana,Apr-95,0,1,95,TJS,19,0
Kana,Apr-95,0,1,63,TJS,19,0
Kana,Apr-95,0,1,70,TJS,19,0
Kana,Apr-95,0,1,11,TJS,19,0
Kana,Apr-95,0,1,32,TJS,19,0
Kana,Apr-95,0,1,86,TJS,19,0
Kana,Apr-95,0,2,75,TJS,30,0
Kana,Apr-95,0,2,105,TJS,30,0
Kana,Apr-95,0,2,95,TJS,30,0
Kana,Apr-95,0,2,46,TJS,30,0
Kana,Apr-95,0,2,51,TJS,30,0
Kana,Apr-95,0,2,95,TJS,30,0
Kana,Apr-95,0,2,87,TJS,30,0
Kana,Apr-95,0,3,94,TJS,44,1
Kana,Apr-95,0,3,86,TJS,44,1
Kana,Apr-95,0,3,73,TJS,44,1
Kana,Apr-95,0,3,27,TJS,44,1
Kana,Apr-95,0,3,110,TJS,44,1
Kana,Apr-95,0,3,64,TJS,44,1
Kana,Apr-95,0,3,97,TJS,44,1
Kana,Apr-95,0,3,56,TJS,44,1
Kana,Apr-95,0,4,26,TJS,55,1
Kana,Apr-95,0,4,48,TJS,55,1
Kana,Apr-95,0,4,29,TJS,55,1
Kana,Apr-95,0,4,95,TJS,55,1
Kana,Apr-95,0,4,39,TJS,55,1
Kana,Apr-95,0,4,75,TJS,55,1
Kana,Apr-95,0,4,38,TJS,55,1
Kana,Apr-95,0,4,110,TJS,55,1
Kana,Apr-95,0,5,92,TJS,64,1
Kana,Apr-95,0,5,95,TJS,64,1
Kana,Apr-95,0,5,24,TJS,64,1
Kana,Apr-95,0,5,56,TJS,64,1
Kana,Apr-95,0,5,105,TJS,64,1
Kana,Apr-95,0,5,96,TJS,64,1
Kana,Apr-95,0,5,46,TJS,64,1
Kana,Apr-95,0,6,84,TJS,77,1
Kana,Apr-95,0,6,65,TJS,77,1
Kana,Apr-95,0,6,74,TJS,77,1
Kana,Apr-95,0,6,39,TJS,77,1
Kana,Apr-95,0,6,22,TJS,77,1
Kana,Apr-95,0,6,16,TJS,77,1
Kana,Apr-95,0,6,21,TJS,77,1
Kana,Apr-95,0,6,78,TJS,77,1
Kana,Apr-95,0,6,86,TJS,77,1
Kana,Apr-95,0,6,56,TJS,77,1
Kana,Apr-95,0,6,18,TJS,77,1
Kana,Apr-95,0,6,26,TJS,77,1
Kana,Apr-95,0,7,19,TJS,89,1
Kana,Apr-95,0,7,27,TJS,89,1
Kana,Apr-95,0,7,41,TJS,89,1
Kana,Apr-95,0,7,48,TJS,89,1
Kana,Apr-95,0,7,96,TJS,89,1
Kana,Apr-95,0,7,87,TJS,89,1
Kana,Apr-95,0,7,52,TJS,89,1
Kana,Apr-95,0,7,17,TJS,89,1
Kana,Apr-95,0,7,82,TJS,89,1
Kana,Apr-95,0,7,11,TJS,89,1
Kana,Apr-95,0,8,24,TJS,101,2
Kana,Apr-95,0,8,58,TJS,101,2
Kana,Apr-95,0,8,48,TJS,101,2
Kana,Apr-95,0,8,65,TJS,101,2
Kana,Apr-95,0,8,19,TJS,101,2
Kana,Apr-95,0,8,48,TJS,101,2
Kana,Apr-95,0,8,27,TJS,101,2
Kana,Apr-95,0,8,32,TJS,101,2
Kana,Apr-95,0,8,67,TJS,101,2
Kana,Apr-95,0,8,88,TJS,101,2
Kana,Apr-95,0,9,89,TJS,112,2
Kana,Apr-95,0,9,46,TJS,112,2
Kana,Apr-95,0,9,75,TJS,112,2
Kana,Apr-95,0,9,39,TJS,112,2
Kana,Apr-95,0,9,68,TJS,112,2
Kana,Apr-95,0,9,74,TJS,112,2
Kana,Apr-95,0,10,16,TJS,123,2
Kana,Apr-95,0,10,22,TJS,123,2
Kana,Apr-95,0,10,69,TJS,123,2
Kana,Apr-95,0,10,29,TJS,123,2
Kana,Apr-95,0,10,28,TJS,123,2
Kana,Apr-95,0,10,32,TJS,123,2
Kana,Apr-95,0,10,39,TJS,123,2
Kana,Apr-95,0,10,46,TJS,123,2
Kana,Apr-95,0,10,78,TJS,123,2
Kana,Apr-95,0,11,32,TJS,134,2
Kana,Apr-95,0,11,48,TJS,134,2
Kana,Apr-95,0,11,70,TJS,134,2
Kana,Apr-95,0,11,21,TJS,134,2
Kana,Apr-95,0,11,56,TJS,134,2
Kana,Apr-95,0,11,54,TJS,134,2
Kana,Apr-95,0,11,69,TJS,134,2
Kana,Apr-95,0,12,39,TJS,145,2
Kana,Apr-95,0,12,36,TJS,145,2
Kana,Apr-95,0,12,29,TJS,145,2
Kana,Apr-95,0,12,49,TJS,145,2
Kana,Apr-95,0,12,16,TJS,145,2
Kana,Apr-95,0,12,60,TJS,145,2
Kana,Apr-95,0,12,48,TJS,145,2
Kana,Apr-95,0,13,39,TJS,292,5
Kana,Apr-95,0,13,52,TJS,292,5
Kana,Apr-95,0,13,69,TJS,292,5
Kana,Apr-95,0,13,48,TJS,292,5
Kana,Apr-95,0,13,90,TJS,292,5
Kana,Apr-95,0,13,52,TJS,292,5
Kana,Apr-95,0,13,6,TJS,292,5
Kana,Apr-95,0,13,19,TJS,292,5
Kana,Apr-95,0,13,62,TJS,292,5
Kana,Apr-95,0,13,73,TJS,292,5
Kana,Apr-95,0,14,19,TJS,282,5
Kana,Apr-95,0,14,64,TJS,282,5
Kana,Apr-95,0,14,21,TJS,282,5
Kana,Apr-95,0,14,31,TJS,282,5
Kana,Apr-95,0,14,68,TJS,282,5
Kana,Apr-95,0,14,85,TJS,282,5
Kana,Apr-95,0,14,27,TJS,282,5
Kana,Apr-95,0,14,76,TJS,282,5
Kana,Apr-95,0,15,95,TJS,269,4
Kana,Apr-95,0,15,21,TJS,269,4
Kana,Apr-95,0,15,48,TJS,269,4
Kana,Apr-95,0,15,52,TJS,269,4
Kana,Apr-95,0,15,65,TJS,269,4
Kana,Apr-95,0,15,19,TJS,269,4
Kana,Apr-95,0,15,41,TJS,269,4
Kana,Apr-95,0,15,39,TJS,269,4
Kana,Apr-95,0,15,23,TJS,269,4
Kana,Apr-95,0,16,85,TJS,254,4
Kana,Apr-95,0,16,48,TJS,254,4
Kana,Apr-95,0,16,51,TJS,254,4
Kana,Apr-95,0,16,100,TJS,254,4
Kana,Apr-95,0,16,26,TJS,254,4
Kana,Apr-95,0,16,64,TJS,254,4
Kana,Apr-95,0,17,21,TJS,242,4
Kana,Apr-95,0,17,35,TJS,242,4
Kana,Apr-95,0,17,75,TJS,242,4
Kana,Apr-95,0,17,41,TJS,242,4
Kana,Apr-95,0,17,61,TJS,242,4
Kana,Apr-95,0,17,65,TJS,242,4
Kana,Apr-95,0,17,81,TJS,242,4
Kana,Apr-95,0,17,52,TJS,242,4
Kana,Apr-95,0,17,32,TJS,242,4
Kana,Apr-95,0,17,2,TJS,242,4
Kana,Apr-95,0,18,46,TJS,231,4
Kana,Apr-95,0,18,52,TJS,231,4
Kana,Apr-95,0,18,12,TJS,231,4
Kana,Apr-95,0,18,29,TJS,231,4
Kana,Apr-95,0,18,32,TJS,231,4
Kana,Apr-95,0,18,17,TJS,231,4
Kana,Apr-95,0,18,59,TJS,231,4
Kana,Apr-95,0,18,75,TJS,231,4
Kana,Apr-95,0,19,9,TJS,215,4
Kana,Apr-95,0,19,42,TJS,215,4
Kana,Apr-95,0,19,38,TJS,215,4
Kana,Apr-95,0,19,65,TJS,215,4
Kana,Apr-95,0,19,21,TJS,215,4
Kana,Apr-95,0,19,18,TJS,215,4
Kana,Apr-95,0,20,42,TJS,203,3
Kana,Apr-95,0,20,17,TJS,203,3
Kana,Apr-95,0,20,8,TJS,203,3
Kana,Apr-95,0,20,14,TJS,203,3
Kana,Apr-95,0,20,56,TJS,203,3
Kana,Apr-95,0,20,17,TJS,203,3
Kana,Apr-95,0,20,65,TJS,203,3
Kana,Apr-95,0,20,90,TJS,203,3
Kana,Apr-95,0,20,75,TJS,203,3
Kana,Apr-95,0,20,48,TJS,203,3
Kana,Apr-95,0,20,72,TJS,203,3
Kana,Apr-95,0,20,29,TJS,203,3
Kana,Apr-95,0,20,21,TJS,203,3
Kana,Apr-95,0,21,19,TJS,191,3
Kana,Apr-95,0,21,16,TJS,191,3
Kana,Apr-95,0,21,23,TJS,191,3
Kana,Apr-95,0,21,36,TJS,191,3
Kana,Apr-95,0,21,11,TJS,191,3
Kana,Apr-95,0,21,17,TJS,191,3
Kana,Apr-95,0,21,29,TJS,191,3
Kana,Apr-95,0,21,65,TJS,191,3
Kana,Apr-95,0,21,49,TJS,191,3
Kana,Apr-95,0,21,72,TJS,191,3
Kana,Apr-95,0,21,56,TJS,191,3
Kana,Apr-95,0,21,41,TJS,191,3
Kana,Apr-95,0,22,65,TJS,179,3
Kana,Apr-95,0,22,23,TJS,179,3
Kana,Apr-95,0,22,19,TJS,179,3
Kana,Apr-95,0,22,33,TJS,179,3
Kana,Apr-95,0,22,22,TJS,179,3
Kana,Apr-95,0,22,39,TJS,179,3
Kana,Apr-95,0,22,68,TJS,179,3
Kana,Apr-95,0,23,42,TJS,167,3
Kana,Apr-95,0,23,68,TJS,167,3
Kana,Apr-95,0,23,51,TJS,167,3
Kana,Apr-95,0,23,71,TJS,167,3
Kana,Apr-95,0,23,37,TJS,167,3
Kana,Apr-95,0,23,42,TJS,167,3
Kana,Apr-95,0,24,78,TJS,157,3
Kana,Apr-95,0,24,52,TJS,157,3
Kana,Apr-95,0,24,56,TJS,157,3
Kana,Apr-95,0,24,60,TJS,157,3
Kana,Apr-95,0,24,75,TJS,157,3
Kana,Apr-95,0,24,84,TJS,157,3
Kana,Apr-95,0,24,17,TJS,157,3
Kana,Apr-95,0,25,25,SGF,207,3
Kana,Apr-95,0,25,42,SGF,207,3
Kana,Apr-95,0,25,74,SGF,207,3
Kana,Apr-95,0,26,45,SGF,198,3
Kana,Apr-95,0,26,55,SGF,198,3
Kana,Apr-95,0,26,110,SGF,198,3
Kana,Apr-95,0,26,17,SGF,198,3
Kana,Apr-95,0,27,90,SGF,181,3
Kana,Apr-95,0,27,7,SGF,181,3
Kana,Apr-95,0,28,39,SGF,167,3
Kana,Apr-95,0,29,18,SGF,155,3
Kana,Apr-95,0,29,61,SGF,155,3
Kana,Apr-95,0,29,14,SGF,155,3
Kana,Apr-95,0,29,10,SGF,155,3
Kana,Apr-95,0,30,86,SGF,142,2
Kana,Apr-95,0,30,48,SGF,142,2
Kana,Apr-95,0,30,90,SGF,142,2
Kana,Apr-95,0,30,34,SGF,142,2
Kana,Apr-95,0,31,32,SGF,131,2
Kana,Apr-95,0,31,44,SGF,131,2
Kana,Apr-95,0,31,21,SGF,131,2
Kana,Apr-95,0,31,70,SGF,131,2
Kana,Apr-95,0,32,11,SGF,121,2
Kana,Apr-95,0,32,62,SGF,121,2
Kana,Apr-95,0,32,71,SGF,121,2
Kana,Apr-95,0,32,9,SGF,121,2
Kana,Apr-95,0,32,33,SGF,121,2
Kana,Apr-95,0,33,36,SGF,111,2
Kana,Apr-95,0,33,16,SGF,111,2
Kana,Apr-95,0,33,12,SGF,111,2
Kana,Apr-95,0,33,39,SGF,111,2
Kana,Apr-95,0,34,86,SGF,99,2
Kana,Apr-95,0,36,38,SGF,15,0
Kana,Apr-95,0,36,70,SGF,15,0
Kana,Apr-95,0,37,52,SGF,25,0
Kana,Apr-95,0,37,80,SGF,25,0
Kana,Apr-95,0,37,75,SGF,25,0
Kana,Apr-95,0,37,120,SGF,25,0
Kana,Apr-95,0,38,75,SGF,36,1
Kana,Apr-95,0,38,39,SGF,36,1
Kana,Apr-95,0,38,26,SGF,36,1
Kana,Apr-95,0,39,12,SGF,48,1
Kana,Apr-95,0,40,55,SGF,61,1
Kana,Apr-95,0,40,68,SGF,61,1
Kana,Apr-95,0,40,82,SGF,61,1
Kana,Apr-95,0,40,110,SGF,61,1
Kana,Apr-95,0,41,88,SGF,74,1
Kana,Apr-95,0,41,38,SGF,74,1
